product_id,product_name,category,brand,price,cost_price,discount_pct,rating,num_reviews,stock_quantity,reorder_point,weight_kg,sku,launch_date,is_active,is_featured,warranty_period,supplier_id,tags
1155,Sterling Silver Earrings,Jewellery & Watches,Tanishq,850.83,437.28,15.4,1.3,1617,2349,428,23.62,SKU-Z3HJEYM4,2023-06-14,yes,Yes,1 Year,SUP-6931,eco|sale|wireless|bestseller
1156,Tennis Bracelet CZ,Jewellery & Watches,Casio,1318.61,744.73,6.8,1.8,2513,534,364,16.62,SKU-XHTD2FQQ,2022-01-14,Yes,Yes,No warranty,SUP-8037,wireless|eco|trending|premium
1157,Sunglasses Polarized,Jewellery & Watches,Kalyan,457.39,275.03,12.1,3.4,6450,1194,113,10.46,SKU-M5F505OJ,2024-06-20,Yes,Yes,6 Months,SUP-8194,new|sale
1158,Sterling Silver Earrings,Jewellery & Watches,Swarovski,49.37,23.95,1.9,1.8,5575,8749,123,4.78,SKU-DL970SDO,2023-04-20,Yes,No,1 year,SUP-2953,organic|wireless
1159,Gold Plated Necklace,Jewellery & Watches,Fossil,2325.81,1474.22,10.8,2.9,7447,1544,194,12.14,SKU-JDL2ANPS,2024-08-07,Yes,No,,,limited|new
1160,Men's Chronograph Watch,Jewellery & Watches,Mia,2346.55,1754.27,6.6,4.8,3491,1626,492,19.81,SKU-IBOCTBLR,2023-08-12,no,Yes,6 Months,,eco|new|limited|premium
1161,Gold Plated Necklace,Jewellery & Watches,Caratlane,2429.52,1765.04,5.1,1.2,7813,3703,251,24.64,SKU-BYQ71UHA,2024-10-20,Yes,Yes,2 years,SUP-7408,
1162,Titanium Wedding Band,Jewellery & Watches,Swarovski,2150.22,1494.6,27.7,1.3,1378,7566,126,13.35,SKU-67F2HEQY,2024-04-12,yes,,2 years,SUP-5076,clearance|eco|premium
1163,Anklet Gold Plated,Jewellery & Watches,Swarovski,177.0,121.23,37.4,3.3,6032,4417,395,10.74,SKU-O94I4MWN,2021-01-27,No,Yes,Lifetime,,clearance|sale|organic|eco
1164,Cufflinks Set Silver,Jewellery & Watches,Mia,2121.31,850.28,8.7,1.9,6604,6140,354,10.54,SKU-PABLB5Y9,2024-11-27,Yes,Yes,1 Year,SUP-3725,sale|bestseller|trending|organic
1165,Sterling Silver Earrings,Jewellery & Watches,Caratlane,162.19,96.08,7.0,1.4,522,7788,53,17.29,SKU-E2KQ0B1V,2023-09-17,yes,Yes,Lifetime,,limited|clearance|bestseller
1166,Gold Plated Necklace,Jewellery & Watches,Swarovski,719.7,333.75,4.9,3.6,230,2458,370,4.68,SKU-7S1RDOLP,2021-09-19,No,No,1 year,SUP-8303,trending|premium|sale
1167,Watch Roll Travel Case,Jewellery & Watches,Citizen,1482.14,1003.9,34.6,1.7,999,5175,279,11.64,SKU-6W67VZO0,2024-08-31,Yes,Yes,6 months,SUP-2856,new|premium|trending
1168,Pocket Watch Vintage,Jewellery & Watches,Swarovski,2746.34,1997.5,20.0,4.7,3849,4320,57,14.36,SKU-7YOL6LBM,2024-02-24,Yes,No,6 months,SUP-2487,trending|clearance|sale|bestseller
1169,Diamond Cut Ring,Jewellery & Watches,Michael Kors,275.97,202.38,28.4,3.6,3727,2659,25,23.44,SKU-8QN8PACC,2024-04-18,yes,Yes,1 Year,SUP-1937,organic|new|premium|sale
1170,Gold Plated Necklace,Jewellery & Watches,Fossil,2995.7,1530.76,13.1,2.6,3575,2367,150,22.74,SKU-TE8CP9K0,2024-05-22,Yes,Yes,2 years,SUP-4675,trending|eco|new
1171,Brooch Enamel Pin,Jewellery & Watches,Kalyan,977.63,651.53,10.5,4.8,6160,4429,307,19.82,SKU-ABL3DYH9,2024-12-13,Yes,No,2 years,SUP-4966,clearance
1172,Titanium Wedding Band,Jewellery & Watches,Swarovski,165.27,98.35,34.5,1.9,112,4493,64,17.4,SKU-L4KKLRIZ,2022-07-31,no,No,Lifetime,SUP-2536,new|eco|bestseller
1173,Anklet Gold Plated,Jewellery & Watches,Titan,646.73,262.89,41.0,1.5,2682,6518,295,14.33,SKU-QX0MUL27,2021-02-20,yes,Yes,1 year,SUP-9693,limited|wireless
1174,Pearl Bracelet,Jewellery & Watches,Kalyan,2820.02,1221.62,26.9,4.4,288,6246,100,18.5,SKU-S6WST0XO,2024-05-26,Yes,Yes,1 year,SUP-2929,wireless|new|organic
1175,Stud Earrings Set 6,Jewellery & Watches,Swarovski,,717.46,31.9,1.9,6973,5636,492,18.93,SKU-PPYZ8JG2,2023-02-11,no,No,2 years,SUP-4809,new|trending|premium
1176,Watch Roll Travel Case,Jewellery & Watches,Tanishq,786.41,416.3,22.9,1.3,5807,4710,83,8.59,SKU-9X9E82I5,2023-09-23,Yes,No,6 Months,SUP-9968,limited|premium
1177,Cufflinks Set Silver,Jewellery & Watches,Michael Kors,303.14,223.21,35.3,1.3,4775,2434,53,6.02,SKU-DXWIHDRG,2024-04-03,Yes,No,No warranty,SUP-5569,trending|new|bestseller
1178,Hoop Earrings 3 Pack,Jewellery & Watches,Swarovski,1573.55,806.62,31.7,4.2,485,9429,165,5.22,SKU-3DR99UPS,2023-01-16,Yes,Yes,6 months,SUP-4044,
1179,Watch Roll Travel Case,Jewellery & Watches,Tanishq,1350.17$,796.88,12.1,3.4,4580,4036,286,0.13,SKU-PKX52TD2,2022-11-23,Yes,Yes,No warranty,SUP-7000,clearance
1180,Charm Bracelet,Jewellery & Watches,Mia,1525.58,679.74,9.2,2.1,5927,1656,351,3.15,SKU-SY3U0SL3,2021-07-31,No,Yes,Lifetime,SUP-6580,bestseller|clearance|trending
1181,Cufflinks Set Silver,Jewellery & Watches,Tanishq,1341.51,544.18,18.5,3.7,4042,997,340,22.26,SKU-ZH6DU9ZZ,2021-06-12,yes,Yes,6 months,SUP-9029,bestseller
1182,Analog Watch Minimalist,Jewellery & Watches,Tanishq,1894.92,898.05,18.6,4.2,4757,2246,460,1.32,SKU-A9NER3O3,2022-11-29,No,No,Lifetime,SUP-8834,eco|sale|limited
1183,Cufflinks Set Silver,Jewellery & Watches,Caratlane,2820.45,1744.43,5.4,1.1,3688,2603,474,22.44,SKU-0WR38AIZ,2023-12-27,yes,Yes,Lifetime,SUP-7789,premium|eco|limited
1184,Gold Plated Necklace,Jewellery & Watches,Swarovski,2988.18,1230.43,14.2,1.2,7845,5923,472,2.17,SKU-6NYLR9A2,2021-03-17,Yes,Yes,1 Year,,trending
1185,Hoop Earrings 3 Pack,Jewellery & Watches,Titan,1438.87,863.06,37.9,4.1,2226,7100,193,7.77,SKU-J9A6BKO4,2022-01-27,no,Yes,1 year,SUP-9773,
1186,Stud Earrings Set 6,Jewellery & Watches,Caratlane,1333.23,561.53,43.5,3.1,5707,7708,318,8.32,SKU-C9EYD3MY,2022-08-03,Yes,No,2 years,SUP-1368,eco
1187,Anklet Gold Plated,Jewellery & Watches,Fossil,2052.87,1166.77,36.2,4.4,7951,6345,459,4.76,SKU-13WY61FI,2023-06-27,no,Yes,1 year,SUP-7156,premium|wireless|limited
1188,Pearl Bracelet,Jewellery & Watches,Kalyan,,162.28,10.3,3.0,6329,1102,453,2.25,SKU-2IPE7YKR,2024-01-12,Yes,No,6 Months,SUP-2512,
1189,Hoop Earrings 3 Pack,Jewellery & Watches,Kalyan,707.71,523.47,26.1,3.6,2369,9180,389,21.08,SKU-SUXRIOW2,2022-10-12,No,No,1 year,SUP-1741,new|eco|trending
1190,Signet Ring Gold,Jewellery & Watches,Swarovski,1308.48,733.02,19.1,4.8,6173,939,364,15.28,SKU-VV6F4EUX,2021-11-24,Yes,Yes,Lifetime,SUP-1253,limited|clearance|eco
1191,Diamond Cut Ring,Jewellery & Watches,Citizen,2473.6,1349.31,2.1,2.2,2273,7296,254,24.15,SKU-79JMQ48B,2022-07-22,Yes,Yes,2 years,,clearance|eco|new
1192,Hoop Earrings 3 Pack,Jewellery & Watches,Kalyan,2199.03,1425.7,29.5,2.6,6827,6717,117,6.09,SKU-MJGZ9AUM,2021-12-02,Yes,Yes,6 Months,SUP-9650,clearance|limited
1193,Hoop Earrings 3 Pack,Jewellery & Watches,Citizen,2525.28,1773.18,33.1,3.6,3492,6604,21,5.91,SKU-73T2GQYL,2023-04-21,Yes,No,1 Year,SUP-4220,sale
1194,Brooch Enamel Pin,Jewellery & Watches,Swarovski,1403.77,819.7,6.3,3.0,3441,4717,298,24.87,SKU-VO8PM4Y2,2022-06-17,Yes,,No warranty,SUP-6712,organic|sale|clearance|premium
1195,Diamond Cut Ring,Jewellery & Watches,Tanishq,2249.84,1549.44,26.1,1.6,7757,7869,163,5.83,SKU-3P4G2WDA,2023-12-19,YES,No,Lifetime,SUP-2933,wireless|premium
1196,Hoop Earrings 3 Pack,Jewellery & Watches,Swarovski,2717.51,1337.31,41.2,3.4,785,1345,344,3.67,SKU-33U699VN,2022-11-03,YES,No,1 year,SUP-5752,clearance|eco
1197,Tennis Bracelet CZ,Jewellery & Watches,Kalyan,1424.76,808.94,13.8,3.2,6373,5316,37,18.39,SKU-A9GQ2YCQ,2021-11-14,Yes,Yes,6 months,SUP-6406,limited|clearance
1198,Tennis Bracelet CZ,Jewellery & Watches,Tanishq,435.03,319.29,32.3,4.0,3992,9653,463,6.05,SKU-SXUJV248,2022-11-19,Yes,No,2 years,SUP-9820,sale
1199,Stud Earrings Set 6,Jewellery & Watches,Citizen,1145.79,531.56,33.7,1.4,2594,7963,122,1.9,SKU-SFKJZA3U,2021-07-29,No,No,1 year,SUP-3949,organic|trending|premium|clearance
1200,Diamond Cut Ring,Jewellery & Watches,Fossil,95.9,42.18,14.5,2.2,3241,7256,441,5.67,SKU-53RY0Z9Y,2022-03-04,Yes,Yes,No warranty,SUP-1454,sale|new
1201,Interactive Cat Toy Set,Pet Supplies,Kong,2502.28,1422.24,28.5,1.2,6893,93,60,16.53,SKU-7UOC2T47,2021-09-05,No,Yes,No warranty,SUP-9588,
1202,Stainless Steel Pet Bowls,Pet Supplies,Drools,129.07,64.13,21.2,1.3,4563,506,412,0.86,SKU-KB607ZUL,2024-11-16,YES,Yes,1 year,SUP-4121,clearance|wireless|limited
1203,Cat Tree Tower 150cm,Pet Supplies,Whiskas,1053.06,729.86,7.6,2.2,7085,4275,397,1.47,SKU-VJ0S121M,2022-02-05,Yes,No,1 Year,SUP-2897,
1204,Pet GPS Tracker Waterproof,Pet Supplies,Drools,130.91,60.17,22.1,3.2,6965,5342,464,1.21,SKU-JK66KE9J,2021-08-14,YES,Yes,6 months,SUP-1992,trending
1205,Orthopedic Dog Bed XL,Pet Supplies,Pet Safe,2633.91,1926.91,20.0,2.2,2087,1028,220,18.15,SKU-XEF6A9XC,2023-10-12,Yes,Yes,6 months,SUP-4603,new|bestseller|clearance|organic
1206,Pet Carrier Airline Approved,pet supplies,Drools,2390.62,1318.06,3.6,4.3,3745,5699,397,24.04,SKU-ZTA66TGK,2022-07-26,yes,Yes,Lifetime,SUP-8916,limited
1207,Orthopedic Dog Bed XL,Pet Supplies,Trixie,901.68,633.38,11.7,1.0,5202,9697,417,3.82,SKU-NQGNRHP3,2024-11-17,No,Yes,6 Months,SUP-3794,eco
1208,Cat Tree Tower 150cm,Pet Supplies,Catit,1602.55,1123.7,1.3,1.7,6342,2706,185,18.9,SKU-2CHDAUBM,2024-07-03,Yes,Yes,1 Year,SUP-1774,bestseller|clearance|sale|trending
1209,Pet GPS Tracker Waterproof,Pet Supplies,Pedigree,2697.54,1790.21,19.6,2.7,4690,6649,458,20.14,SKU-M470N9EM,2024-08-31,YES,No,1 year,SUP-3427,eco|sale|organic
1210,Interactive Cat Toy Set,Pet Supplies,Trixie,295.22,204.9,41.2,3.5,2355,1921,396,1.45,SKU-BAOTS98I,2024-01-11,Yes,Yes,2 years,SUP-4688,limited|sale|clearance
1211,Dog Training Clicker,Pet Supplies,Catit,857.46,483.28,27.5,1.2,6802,5159,392,13.88,SKU-IJARTA4P,2022-07-27,Yes,,,SUP-1818,wireless
1212,Fish Food Tropical 200g,Pet Supplies,Trixie,1628.11$,753.79,13.8,2.5,4182,2696,266,8.17,SKU-AFLGNFTC,2024-08-01,yes,Yes,2 years,SUP-8669,organic|wireless|clearance|eco
1213,Grooming Kit Clippers,Pet Supplies,Pedigree,1907.13,821.45,1.1,4.0,6731,4743,62,3.22,SKU-87AJ790N,2022-05-30,YES,No,1 Year,SUP-3523,limited|organic
1214,Grooming Kit Clippers,  Pet Supplies  ,Himalaya Pet,2807.34,1785.57,8.0,1.8,396,6151,36,9.21,SKU-H3PF34HH,2024-08-06,No,No,6 Months,SUP-2138,limited|premium|bestseller|clearance
1215,Aquarium Starter Kit 30L,Pet Supplies,Drools,1790.56,1212.69,16.8,2.7,6231,1922,198,0.84,SKU-TLDKZ27D,2022-11-27,no,Yes,1 year,SUP-1759,premium
1216,Stainless Steel Pet Bowls,Pet Supplies,Pedigree,1162.82,777.9,14.6,3.4,5846,2515,263,0.45,SKU-A2I477PK,2021-03-04,no,No,6 Months,SUP-6152,
1217,Fish Food Tropical 200g,Pet Supplies,Trixie,445.97,208.03,38.5,3.3,242,1529,321,19.94,SKU-UGQBYNS7,2021-08-04,Yes,Yes,6 Months,SUP-7783,clearance|organic|new|premium
1218,Dry Dog Food 5kg,Pet Supplies,Pet Safe,2696.67,1884.25,22.7,4.6,518,2615,259,14.72,SKU-L5NTJL7P,2024-04-20,Yes,Yes,1 year,SUP-2652,wireless|clearance|sale|trending
1219,Grooming Kit Clippers,Pet Supplies,Trixie,1040.51,680.39,11.6,3.1,3735,9027,303,1.16,SKU-386TGO2T,2024-11-26,no,No,1 year,SUP-2150,limited
1220,Grooming Kit Clippers,Pet Supplies,Catit,2052.84,981.05,1.1,3.0,4552,141,441,17.58,SKU-QG91Z4PE,2024-02-16,no,Yes,6 months,SUP-6243,bestseller
1221,Retractable Dog Leash 5m,Pet Supplies,Kong,1166.15,522.59,21.6,3.4,7909,4129,136,4.95,SKU-E9FI3M5R,2022-11-07,Yes,Yes,,SUP-8217,premium|sale|trending|new
1222,Rabbit Hutch Indoor,Pet Supplies,Trixie,2528.29,1314.79,5.6,4.6,5439,4926,86,6.61,SKU-UPQVUBQE,2024-01-22,YES,Yes,6 months,SUP-1384,trending|bestseller|new
1223,Interactive Cat Toy Set,Pet Supplies,Himalaya Pet,2411.44,1668.74,30.0,3.4,3197,2258,89,8.99,SKU-5PSPU69C,2022-07-14,YES,Yes,6 Months,SUP-6114,premium
1224,Dry Dog Food 5kg,pet supplies,Pet Safe,2190.59,990.2,19.3,4.4,7007,6395,335,20.71,SKU-VPK2U4AV,2022-10-30,YES,Yes,Lifetime,SUP-6061,bestseller|sale|organic
1225,Rabbit Hutch Indoor,Pet Supplies,Me-O,1954.19,888.56,37.0,4.6,2578,2963,430,17.87,SKU-MYU7Q7HR,2021-11-05,Yes,Yes,No warranty,SUP-7551,sale
1226,Pet Carrier Airline Approved,Pet Supplies,Pedigree,284.15,180.19,11.4,3.6,2929,549,496,0.61,SKU-JFQP2I3X,2024-03-30,YES,Yes,No warranty,,bestseller|premium|clearance
1227,Orthopedic Dog Bed XL,Pet Supplies,Trixie,1721.18,900.74,32.3,,7814,9001,285,18.04,SKU-MV6RL7GJ,2021-04-19,yes,Yes,1 Year,SUP-3698,trending
1228,Self Cleaning Cat Litter Box,Pet Supplies,Catit,1376.66,685.22,29.0,2.1,1866,2383,313,17.57,SKU-MQP7RXKZ,2022-04-04,no,Yes,6 Months,SUP-7444,new|organic|bestseller|eco
1229,Pet Carrier Airline Approved,pet supplies,Royal Canin,1719.06,1023.98,13.1,1.7,4160,2704,306,14.27,SKU-CWEEEMMV,2024-04-18,Yes,No,Lifetime,SUP-6609,wireless|trending|eco|limited
1230,Cat Tree Tower 150cm,Pet Supplies,Drools,1953.72,1461.12,10.0,1.8,2172,4509,38,17.93,SKU-QA1OXC0V,2023-08-07,No,No,No warranty,SUP-5415,clearance
1231,Retractable Dog Leash 5m,Pet Supplies,Pedigree,929.16,421.16,43.7,3.0,2616,4194,144,19.22,SKU-9SHQ8BC4,2022-11-21,Yes,No,6 Months,SUP-7589,bestseller|new|clearance|wireless
1232,Self Cleaning Cat Litter Box,Pet Supplies,Pet Safe,463.0,340.41,22.3,3.1,2091,8045,30,12.06,SKU-W24IVSRL,2023-12-24,Yes,No,No warranty,SUP-4197,organic
1233,Stainless Steel Pet Bowls,Pet Supplies,Trixie,1359.86,885.78,25.6,3.1,3274,2405,390,15.14,SKU-D2ML0LRK,2024-08-16,no,Yes,2 years,SUP-4163,clearance
1234,Rabbit Hutch Indoor,Pet Supplies,Drools,2640.18,1625.54,19.0,1.4,3807,6217,194,15.78,SKU-F222GTLV,2023-05-25,yes,No,1 Year,,eco
1235,Flea & Tick Collar Dog,Pet Supplies,Himalaya Pet,2102.03,1084.26,9.7,3.0,7351,6276,316,5.24,SKU-0QU3G58K,2024-08-01,YES,No,Lifetime,SUP-8794,trending
1236,Rabbit Hutch Indoor,Pet Supplies,Whiskas,83.73,43.02,27.1,3.9,2543,4911,138,16.37,SKU-J2EZNJ8U,2024-03-26,YES,No,6 Months,,clearance|wireless
1237,Flea & Tick Collar Dog,Pet Supplies,Trixie,1942.94,817.16,30.3,4.6,1278,,55,16.18,SKU-EBGXPEAM,2021-06-13,No,Yes,2 years,SUP-2264,clearance|limited|sale|wireless
1238,Pet Carrier Airline Approved,Pet Supplies,Royal Canin,1179.67,625.48,20.4,3.8,3780,6064,224,21.11,SKU-44O050VR,2022-04-13,Yes,Yes,No warranty,SUP-1344,
1239,Retractable Dog Leash 5m,Pet Supplies,Me-O,1911.22,1342.32,37.7,4.4,7788,5479,122,21.25,SKU-6H4AH5KT,2021-01-01,no,No,1 Year,,trending|eco|sale|bestseller
1240,Stainless Steel Pet Bowls,Pet Supplies,Pet Safe,1381.62,713.03,2.6,1.5,3769,9406,337,21.38,SKU-QVYDUKPU,2023-08-25,YES,Yes,2 years,SUP-2134,wireless|organic
1241,Rabbit Hutch Indoor,Pet Supplies,Kong,1619.78,1161.73,6.9,4.1,3729,5705,328,10.11,SKU-TOY9QJS7,2021-12-31,Yes,Yes,,SUP-6315,wireless|eco|sale
1242,Bird Cage Large,Pet Supplies,Whiskas,268.11,185.63,17.2,4.1,4275,1083,151,0.49,SKU-FT81O7X3,2024-06-14,Yes,No,No warranty,SUP-1916,bestseller|trending
1243,Stainless Steel Pet Bowls,Pet Supplies,Pedigree,2489.89,1050.63,4.8,3.9,5809,3953,205,20.19,SKU-2A6VK0KJ,2024-04-11,yes,No,6 months,SUP-4649,clearance|organic
1244,Orthopedic Dog Bed XL,Pet Supplies,Pet Safe,1607.04,673.38,28.1,,3489,818,337,10.6,SKU-7C8K4PW5,2022-08-27,Yes,Yes,No warranty,SUP-5559,limited
1245,Dog Training Clicker,Pet Supplies,Trixie,2996.79,1210.93,28.0,2.9,5830,9656,369,8.09,SKU-RKAIHN0S,2022-10-05,Yes,Yes,Lifetime,SUP-3917,wireless|premium|clearance
1246,Dog Training Clicker,Pet Supplies,Trixie,547.54,288.56,27.0,1.2,82,2232,450,21.54,SKU-OH749P1Z,2023-01-06,Yes,No,2 years,SUP-3710,bestseller|eco
1247,Pet Carrier Airline Approved,Pet Supplies,Himalaya Pet,17.53,7.75,29.2,2.4,3321,9863,151,19.48,SKU-YN9HT693,2022-01-21,Yes,No,6 months,SUP-4534,trending|clearance
1248,Self Cleaning Cat Litter Box,Pet Supplies,Me-O,2097.51,909.48,9.2,2.4,6079,7906,415,14.42,SKU-P7FAHIAP,2022-02-07,yes,Yes,6 months,SUP-5994,
1249,Dog Training Clicker,Pet Supplies,Trixie,543.2,253.26,33.0,2.8,6276,,458,18.83,SKU-WNSQHACM,2021-07-26,Yes,Yes,1 year,SUP-2354,eco|sale|trending|organic
1250,Interactive Cat Toy Set,Pet Supplies,Me-O,2489.15,1757.45,42.2,2.8,7576,5529,397,9.52,SKU-ZSYHRIPV,2023-04-15,no,Yes,1 Year,SUP-6452,organic|wireless
1251,Stainless Steel Pet Bowls,Pet Supplies,Catit,2483.78,1387.23,33.6,4.4,6221,7974,415,19.0,SKU-JKEW7FGA,2024-09-24,Yes,Yes,1 Year,SUP-5404,wireless|limited
1252,Cat Tree Tower 150cm,Pet Supplies,Royal Canin,1300.41,789.89,29.3,3.4,2154,5568,48,0.97,SKU-N4HZWCFU,2024-02-10,YES,Yes,1 year,SUP-7115,sale
1253,Flea & Tick Collar Dog,Pet Supplies,Whiskas,108.51,65.48,27.6,1.3,1755,,96,13.7,SKU-TU2A8TS1,2024-12-24,YES,Yes,6 months,SUP-1059,wireless|new|bestseller
1254,Pet GPS Tracker Waterproof,Pet Supplies,Trixie,862.18,580.87,12.2,4.2,3997,2200,409,2.87,SKU-HP2Z94HU,2021-12-14,Yes,No,,SUP-5987,bestseller|sale|clearance
1255,Dog Harness No-Pull,Pet Supplies,Whiskas,368.98,245.64,1.5,4.2,6948,7741,152,11.59,SKU-VZYIE8MY,2022-04-26,YES,Yes,1 year,SUP-2751,organic|trending|clearance|limited
1256,Pet GPS Tracker Waterproof,Pet Supplies,Trixie,280.22,119.87,14.3,4.2,198,6791,121,0.66,SKU-JNEQ5D5D,2023-06-12,yes,No,,SUP-2137,eco|trending
1257,Pet Carrier Airline Approved,Pet Supplies,Himalaya Pet,2865.19,1323.2,38.3,3.6,4587,1490,436,14.94,SKU-A51NN5IO,2024-12-24,no,Yes,No warranty,SUP-5625,limited
1258,Stainless Steel Pet Bowls,Pet Supplies,Himalaya Pet,340.54,184.16,8.4,1.5,7980,1117,28,7.84,SKU-4J7RB6X3,2022-06-09,Yes,No,,SUP-7484,wireless
1259,Pet Carrier Airline Approved,Pet Supplies,Himalaya Pet,1897.14,1037.47,15.2,1.9,408,3642,417,9.63,SKU-XS8RHVV5,2021-01-31,Yes,Yes,2 years,SUP-3320,eco|sale|trending|wireless
1260,Dry Dog Food 5kg,Pet Supplies,Himalaya Pet,2306.77,1652.59,16.7,4.4,4185,4758,208,21.52,SKU-KFDDXVFG,2021-05-28,YES,Yes,Lifetime,SUP-1114,wireless
1261,Pet Dental Chews,Pet Supplies,Whiskas,2711.3,1533.53,15.9,1.1,3286,1542,463,9.82,SKU-FFWS890Y,2022-06-22,YES,No,1 Year,SUP-9176,sale|new
1262,Dry Dog Food 5kg,Pet Supplies,Himalaya Pet,2022.51,970.03,22.0,4.0,724,4137,159,19.64,SKU-0Z0E677M,2021-04-11,No,Yes,,,limited
1263,Dog Harness No-Pull,Pet Supplies,Whiskas,2065.34,1255.16,9.1,3.5,311,9997,22,14.16,SKU-7JCSJPKB,2024-07-22,Yes,,2 years,SUP-1970,new
1264,Pet Carrier Airline Approved,Pet Supplies,Himalaya Pet,284.45,155.72,44.7,3.2,7434,9437,187,7.51,SKU-CNYDI9WM,2023-05-04,No,No,6 months,SUP-4345,wireless|trending|sale|limited
1265,Dog Training Clicker,Pet Supplies,Pet Safe,414.17,174.5,37.8,2.5,3165,4551,379,10.25,SKU-7RJTMG6T,2024-12-02,yes,Yes,6 months,SUP-6008,eco|clearance
1266,Dry Dog Food 5kg,Pet Supplies,Whiskas,1887.79$,1260.38,4.8,2.0,5539,2508,175,17.1,SKU-FI7Y01MU,2023-04-14,Yes,No,,SUP-6716,wireless|sale
1267,Dry Dog Food 5kg,Pet Supplies,Trixie,163.98,97.85,23.7,1.1,6042,7057,336,11.9,SKU-2VZ5UX0L,2024-08-05,no,Yes,6 months,SUP-8946,eco|premium|sale
1268,Guinea Pig Playpen,Pet Supplies,Kong,1415.12,839.6,13.7,1.5,5667,5200,391,20.03,SKU-OPL6WUGO,2021-09-12,no,No,2 years,SUP-9012,wireless|trending
1269,Retractable Dog Leash 5m,Pet Supplies,Me-O,704.55,328.97,40.2,2.6,5340,3779,86,23.74,SKU-2P3TX0BM,2024-01-25,Yes,No,,SUP-5391,limited|bestseller
1270,Interactive Cat Toy Set,Pet Supplies,Pedigree,792.07,396.46,8.5,4.4,3944,1954,422,10.96,SKU-UOC0KN6A,2021-11-15,No,Yes,1 Year,SUP-6632,eco|wireless|limited
1271,Cat Tree Tower 150cm,Pet Supplies,Trixie,1779.4,963.69,10.4,3.5,154,226,289,21.71,SKU-SVIGETNS,2024-10-14,Yes,Yes,,SUP-9675,trending|organic|sale
1272,Orthopedic Dog Bed XL,Pet Supplies,Trixie,515.57,218.07,9.2,3.8,278,8931,244,5.48,SKU-34CUYSG6,2024-03-31,Yes,No,Lifetime,SUP-1113,
1273,Retractable Dog Leash 5m,Pet Supplies,Pedigree,1472.8,720.6,8.3,2.9,4594,6670,294,20.26,SKU-HI0X5FRZ,2023-05-18,Yes,No,2 years,SUP-4037,sale|new
1274,Guinea Pig Playpen,Pet Supplies,Me-O,2179.29,1450.82,20.5,1.1,4185,8079,168,14.97,SKU-AF6YTCMB,2023-07-02,Yes,Yes,6 months,SUP-9367,wireless|bestseller|eco|clearance
1275,Orthopedic Dog Bed XL,Pet Supplies,Kong,1553.09,770.12,25.7,2.0,2594,4015,433,19.36,SKU-V0I8GPW3,2022-10-06,Yes,Yes,1 Year,SUP-3609,limited
1276,Pet Carrier Airline Approved,Pet Supplies,Me-O,236.99,107.27,39.9,1.0,2415,7168,63,24.8,SKU-5F9HPKQS,2022-09-18,Yes,No,Lifetime,SUP-7975,bestseller|new|clearance|wireless
1277,Pet GPS Tracker Waterproof,Pet Supplies,Pedigree,1225.88,734.49,26.2,2.7,6329,7774,159,1.91,SKU-OTX8O7II,2024-02-26,yes,Yes,1 Year,SUP-6792,clearance|wireless|organic|premium
1278,Flea & Tick Collar Dog,Pet Supplies,Pedigree,2045.02,1393.95,41.0,1.8,2389,5112,287,21.91,SKU-6GW9BEJA,2022-06-30,YES,Yes,1 year,SUP-8854,wireless|eco
1279,Retractable Dog Leash 5m,Pet Supplies,Royal Canin,1317.28,716.42,34.4,3.4,20,3650,437,19.82,SKU-90BHJWP6,2023-05-03,Yes,No,2 years,,trending|clearance|sale|limited
1280,Pet Carrier Airline Approved,Pet Supplies,Himalaya Pet,915.45,419.52,21.2,2.5,2383,2975,193,22.55,SKU-C7NNLKNW,2023-05-13,Yes,Yes,6 Months,SUP-1052,sale|eco|organic|bestseller
1281,Pet Dental Chews,PET SUPPLIES,Pet Safe,90.9,50.09,17.1,1.5,7197,1095,347,8.6,SKU-9PO2FKNV,2023-12-28,Yes,No,1 year,SUP-7341,eco|clearance|wireless|limited
1282,Orthopedic Dog Bed XL,pet supplies,Pet Safe,587.1,413.83,24.6,4.3,2541,9961,370,14.74,SKU-PO0T273E,2022-12-26,yes,No,2 years,SUP-1321,premium|organic
1283,Pet Dental Chews,Pet Supplies,Himalaya Pet,1839.33,1293.2,7.1,4.0,4975,3412,460,0.6,SKU-XKH7YDH9,2024-01-13,yes,Yes,Lifetime,SUP-1500,new|eco|limited|bestseller
1284,Cat Tree Tower 150cm,Pet Supplies,Himalaya Pet,1048.63,736.38,43.9,2.8,603,6066,65,24.12,SKU-BDOQ89V2,2023-10-17,Yes,No,1 year,SUP-7275,trending|limited|clearance|new
1285,Grooming Kit Clippers,Pet Supplies,Me-O,2011.7,1454.27,24.2,3.5,5634,4551,471,7.49,SKU-U0E4QU8I,2022-08-27,YES,Yes,Lifetime,SUP-9293,wireless|sale|clearance|premium
1286,Stainless Steel Pet Bowls,Pet Supplies,Drools,2238.93,1600.18,12.8,1.2,2305,4768,143,11.69,SKU-GBEKMFUC,2023-07-24,yes,Yes,6 Months,SUP-8786,clearance
1287,Cat Tree Tower 150cm,Pet Supplies,Royal Canin,1640.68,1219.93,42.3,1.1,2573,6781,277,23.74,SKU-VE6UXTRA,2024-01-23,no,,1 year,SUP-4530,eco|limited
